pair_id	catalog_row	scientific_name	link_class	h1_accession_version	h2_accession_version	disposition	primary_reason_code	core_callable_diversity	psmc_unscaled	annotation_partitions	same_pair_psmc_independent_evidence
R0002-ALT01	2	Elephas maximus indicus	alternate	GCA_024166365.1	GCA_024166345.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0003-HQ01	3	Loxodonta africana	other_high_quality	GCA_030014295.1	GCA_030020305.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0004-ALT01	4	Heterohyrax brucei	alternate	GCA_028571685.1	GCA_028571665.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0005-HQ01	5	Dugong dugon	other_high_quality	GCA_030035585.1	GCA_030020955.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0006-HQ01	6	Trichechus inunguis	other_high_quality	GCA_046562895.1	GCA_046562985.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0007-HQ01	7	Rhynchocyon petersi	other_high_quality	GCA_043290085.1	GCA_043290065.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0011-ALT01	11	Tamandua tetradactyla	alternate	GCA_023851605.1	GCA_023853755.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0012-ALT01	12	Choloepus didactylus	alternate	GCA_015220235.1	GCA_015220265.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0013-HQ01	13	Dasypus novemcinctus	other_high_quality	GCA_030445035.2	GCA_030445055.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0014-HQ01	14	Homo sapiens	other_high_quality	GCA_009914755.4	GCA_016700455.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0014-HQ02	14	Homo sapiens	other_high_quality	GCA_009914755.4	GCA_016695395.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0014-HQ03	14	Homo sapiens	other_high_quality	GCA_009914755.4	GCF_000001405.40	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0015-HQ01	15	Pan troglodytes	other_high_quality	GCA_028858775.2	GCA_028858805.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0018-HQ01	18	Pongo abelii	other_high_quality	GCA_028885655.2	GCA_028885685.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0019-HQ01	19	Pongo pygmaeus	other_high_quality	GCA_028885625.2	GCA_028885525.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0020-HQ01	20	Symphalangus syndactylus	other_high_quality	GCA_028878055.3	GCA_028878085.3	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0022-HQ01	22	Macaca nemestrina	other_high_quality	GCA_043159975.1	GCA_043161795.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0023-HQ01	23	Callithrix jacchus	other_high_quality	GCA_049354715.1	GCA_049354655.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0023-HQ02	23	Callithrix jacchus	other_high_quality	GCA_049354715.1	GCA_011100555.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0023-HQ03	23	Callithrix jacchus	other_high_quality	GCA_049354715.1	GCA_011078405.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0024-ALT01	24	Saimiri boliviensis	alternate	GCA_048565385.1	GCA_048565415.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0028-ALT01	28	Nycticebus coucang	alternate	GCA_027406575.1	GCA_027406535.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0029-ALT01	29	Lemur catta	alternate	GCA_020740605.1	GCA_020740595.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0030-ALT01	30	Cynocephalus volans	alternate	GCA_027409185.1	GCA_027409165.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0031-ALT01	31	Erethizon dorsatum	alternate	GCA_028451465.1	GCA_028500835.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0032-HQ01	32	Ctenodactylus gundi	other_high_quality	GCA_048771875.1	GCA_048771865.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0033-ALT01	33	Muscardinus avellanarius	alternate	GCA_963383645.1	GCA_963383665.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0034-ALT01	34	Sciurus vulgaris	alternate	GCA_902686455.2	GCA_902685485.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0035-ALT01	35	Sciurus carolinensis	alternate	GCA_902686445.2	GCA_902685475.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0036-HQ01	36	Urocitellus parryii	other_high_quality	GCA_045843805.1	GCA_045843765.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0037-ALT01	37	Spermophilus citellus	alternate	GCA_964194105.1	GCA_964194095.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0038-HQ01	38	Callospermophilus lateralis	other_high_quality	GCA_048772815.1	GCA_048772825.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0039-HQ01	39	Marmota flaviventris	other_high_quality	GCA_047511675.1	GCA_047512175.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0042-ALT01	42	Apodemus sylvaticus	alternate	GCA_947179515.1	GCA_947179525.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0043-ALT01	43	Arvicanthis niloticus	alternate	GCA_011762505.3	GCA_011750645.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0044-ALT01	44	Rattus norvegicus	alternate	GCA_015227675.2	GCA_015244455.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0045-ALT01	45	Micromys minutus	alternate	GCA_963924665.1	GCA_963924645.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0046-ALT01	46	Mus musculus	alternate	GCA_949316315.1	GCA_949316305.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0048-HQ01	48	Microtus pennsylvanicus	other_high_quality	GCA_037038515.1	GCA_037039175.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0050-ALT01	50	Arvicola amphibius	alternate	GCA_903992535.2	GCA_903992525.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0051-ALT01	51	Chionomys nivalis	alternate	GCA_950005125.1	GCA_950005115.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0055-HQ01	55	Jaculus jaculus	other_high_quality	GCA_020740685.1	GCA_020740715.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0058-HQ01	58	Thomomys bottae	other_high_quality	GCA_031878675.1	GCA_031878665.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0058-HQ02	58	Thomomys bottae	other_high_quality	GCA_031878675.1	GCA_024803745.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0058-ALT01	58	Thomomys bottae	alternate	GCA_031878675.1	GCA_024803775.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0059-HQ01	59	Castor canadensis	other_high_quality	GCA_047511655.1	GCA_047511605.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0060-ALT01	60	Oryctolagus cuniculus	alternate	GCA_964237555.1	GCA_964237575.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0061-HQ01	61	Ochotona princeps	other_high_quality	GCA_030435755.1	GCA_030435715.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0064-ALT01	64	Phocoena sinus	alternate	GCA_008692025.1	GCA_008692045.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0065-ALT01	65	Phocoena phocoena	alternate	GCA_963924675.1	GCA_963924725.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0066-HQ01	66	Tursiops truncatus	other_high_quality	GCA_011762595.2	GCA_011762515.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0067-HQ01	67	Pseudorca crassidens	other_high_quality	GCA_039906515.1	GCA_039906525.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0069-HQ01	69	Leucopleurus acutus	other_high_quality	GCA_964270905.1	GCA_964270935.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0070-ALT01	70	Orcinus orca	alternate	GCA_937001465.1	GCA_937001455.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0071-ALT01	71	Lagenorhynchus albirostris	alternate	GCA_949774975.1	GCA_949774935.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0072-ALT01	72	Globicephala melas	alternate	GCA_963455315.2	GCA_963455345.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0073-HQ01	73	Grampus griseus	other_high_quality	GCA_964374135.1	GCA_964374185.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0074-HQ01	74	Inia geoffrensis	other_high_quality	GCA_036417435.1	GCA_036417475.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0075-ALT01	75	Delphinus delphis	alternate	GCA_949987515.2	GCA_949987525.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0076-ALT01	76	Balaenoptera musculus	alternate	GCA_009873245.3	GCA_008658375.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0077-ALT01	77	Stenella coeruleoalba	alternate	GCA_951394435.1	GCA_951394445.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0078-ALT01	78	Eschrichtius robustus	alternate	GCA_028021215.1	GCA_028021475.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0079-HQ01	79	Balaenoptera ricei	other_high_quality	GCA_028023285.1	GCA_028017805.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0080-ALT01	80	Balaenoptera acutorostrata	alternate	GCA_949987535.1	GCA_950005055.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0082-HQ01	82	Balaenoptera physalus	other_high_quality	GCA_965194825.1	GCA_965194765.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0083-HQ01	83	Balaenoptera borealis	other_high_quality	GCA_965194805.1	GCA_965194725.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0084-ALT01	84	Mesoplodon densirostris	alternate	GCA_025265405.1	GCA_025094165.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0085-HQ01	85	Mesoplodon bidens	other_high_quality	GCA_964165515.1	GCA_964148845.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0086-HQ01	86	Mesoplodon mirus	other_high_quality	GCA_964341445.1	GCA_964341485.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0087-ALT01	87	Hyperoodon ampullatus	alternate	GCA_949752795.1	GCA_949752845.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0088-HQ01	88	Kogia breviceps	other_high_quality	GCA_026419965.1	GCA_026419985.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0089-HQ01	89	Eubalaena glacialis	other_high_quality	GCA_028564815.2	GCA_028571275.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0091-HQ01	91	Hippopotamus amphibius	other_high_quality	GCA_030028045.1	GCA_030028035.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0094-HQ01	94	Bos taurus	other_high_quality	GCA_003369695.2	GCA_003369685.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0097-ALT01	97	Cervus elaphus	alternate	GCA_910594005.1	GCA_910593805.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0098-ALT01	98	Muntiacus reevesi	alternate	GCA_963930625.1	GCA_963930665.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0099-HQ01	99	Dama dama	other_high_quality	GCA_048126745.1	GCA_048127045.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0100-HQ01	100	Sus scrofa	other_high_quality	GCA_048338725.1	GCA_963921485.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0102-HQ01	102	Camelus dromedarius	other_high_quality	GCA_036321535.1	GCA_036321565.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0104-HQ01	104	Equus caballus	other_high_quality	GCA_036426135.1	GCA_036418255.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0106-HQ01	106	Diceros bicornis minor	other_high_quality	GCA_020826845.1	GCA_020826835.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0107-HQ01	107	Tapirus indicus	other_high_quality	GCA_031878705.1	GCA_031878655.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0108-ALT01	108	Phyllostomus discolor	alternate	GCA_004126475.3	GCA_004115245.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0109-HQ01	109	Artibeus lituratus	other_high_quality	GCA_038363095.2	GCA_038363175.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0110-HQ01	110	Artibeus intermedius	other_high_quality	GCA_038363145.1	GCA_038363225.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0111-HQ01	111	Glossophaga mutica	other_high_quality	GCA_039655065.1	GCA_039656995.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0116-HQ01	116	Desmodus rotundus	other_high_quality	GCA_022682495.2	GCA_022682395.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0120-HQ01	120	Molossus alvarezi	other_high_quality	GCA_037157525.1	GCA_037176705.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0122-HQ01	122	Molossus nigricans	other_high_quality	GCA_039880945.1	GCA_039880925.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0123-ALT01	123	Tadarida brasiliensis	alternate	GCA_030848825.1	GCA_030848815.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0124-ALT01	124	Mops condylurus	alternate	GCA_043748645.1	GCA_043748605.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0126-ALT01	126	Myotis daubentonii	alternate	GCA_963259705.1	GCA_963242275.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0128-HQ01	128	Myotis mystacinus	other_high_quality	GCA_964094495.2	GCA_964195625.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0129-HQ01	129	Myotis nattereri	other_high_quality	GCA_964212035.2	GCA_964212025.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0130-HQ01	130	Myotis emarginatus	other_high_quality	GCA_965115925.1	GCA_965115945.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0132-HQ01	132	Pipistrellus pipistrellus	other_high_quality	GCA_903992545.1	GCA_965203405.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0132-HQ02	132	Pipistrellus pipistrellus	other_high_quality	GCA_903992545.1	GCA_965204225.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0132-ALT01	132	Pipistrellus pipistrellus	alternate	GCA_903992545.1	GCA_903992515.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0133-ALT01	133	Pipistrellus pygmaeus	alternate	GCA_949987585.1	GCA_949987765.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0134-HQ01	134	Pipistrellus nathusii	other_high_quality	GCA_964656225.1	GCA_964656075.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0134-HQ02	134	Pipistrellus nathusii	other_high_quality	GCA_964656225.1	GCA_963693515.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0136-ALT01	136	Cnephaeus nilssonii	alternate	GCA_951640355.1	GCA_951640545.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0138-ALT01	138	Plecotus auritus	alternate	GCA_963455305.1	GCA_963455325.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0139-HQ01	139	Rhynchonycteris naso	other_high_quality	GCA_037038545.1	GCA_037038555.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0140-ALT01	140	Antrozous pallidus	alternate	GCA_027563665.1	GCA_027595915.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0141-HQ01	141	Corynorhinus townsendii	other_high_quality	GCA_026230055.1	GCA_026230045.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0142-ALT01	142	Vespertilio murinus	alternate	GCA_963924515.1	GCA_963924695.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0143-HQ01	143	Nyctalus leisleri	other_high_quality	GCA_964264875.2	GCA_964264895.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0144-HQ01	144	Miniopterus schreibersii	other_high_quality	GCA_964146895.2	GCA_964145185.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0145-ALT01	145	Saccopteryx leptura	alternate	GCA_036850995.1	GCA_036851165.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0146-ALT01	146	Saccopteryx bilineata	alternate	GCA_036850765.1	GCA_036850925.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0147-ALT01	147	Rhinolophus ferrumequinum	alternate	GCA_004115265.3	GCA_004115295.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0148-HQ01	148	Rhinolophus hipposideros	other_high_quality	GCA_964194185.1	GCA_964194215.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0149-ALT01	149	Rhinolophus trifoliatus	alternate	GCA_043728145.1	GCA_043728055.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0150-ALT01	150	Rhinolophus yonghoiseni	alternate	GCA_043880425.1	GCA_043880365.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0151-ALT01	151	Rhinolophus affinis	alternate	GCA_043728065.1	GCA_043727925.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0152-ALT01	152	Rhinolophus perniger lanosus	alternate	GCA_043748575.1	GCA_043748905.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0154-HQ01	154	Hipposideros larvatus	other_high_quality	GCA_031876335.1	GCA_043727955.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0154-ALT01	154	Hipposideros larvatus	alternate	GCA_031876335.1	GCA_031878685.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0155-ALT01	155	Doryrhina cyclops	alternate	GCA_043880285.1	GCA_043880225.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
