pair_id	catalog_row	scientific_name	link_class	h1_accession_version	h2_accession_version	disposition	primary_reason_code	core_callable_diversity	psmc_unscaled	annotation_partitions	same_pair_psmc_independent_evidence
R0500-HQ01	500	Hoplias malabaricus	other_high_quality	GCA_029633855.2	GCA_029633875.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0501-HQ01	501	Salminus brasiliensis	other_high_quality	GCA_030463535.1	GCA_030448965.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0505-ALT01	505	Silurus aristotelis	alternate	GCA_946808225.1	GCA_946807865.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0506-ALT01	506	Pangasianodon hypophthalmus	alternate	GCA_027358585.1	GCA_027382375.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0507-ALT01	507	Neoarius graeffei	alternate	GCA_027579695.1	GCA_027579805.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0508-HQ01	508	Trichomycterus rosablanca	other_high_quality	GCA_030014385.1	GCA_030015355.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0509-HQ01	509	Clarias gariepinus	other_high_quality	GCA_024256435.1	GCA_024256465.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0510-HQ01	510	Lepidogalaxias salamandroides	other_high_quality	GCA_049190665.1	GCA_049190655.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0511-ALT01	511	Argentina silus	alternate	GCA_951799395.1	GCA_951799415.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0512-ALT01	512	Nansenia antarctica	alternate	GCA_963989245.1	GCA_963989255.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0513-ALT01	513	Aplochiton taeniatus	alternate	GCA_017639675.1	GCA_017639685.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0514-ALT01	514	Esox lucius	alternate	GCA_011004845.1	GCA_011004835.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0516-ALT01	516	Salvelinus alpinus	alternate	GCA_036784965.1	GCA_036784925.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0517-HQ01	517	Coregonus lavaretus	other_high_quality	GCA_964263955.1	GCA_964263835.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0518-ALT01	518	Osmerus mordax	alternate	GCA_038355195.1	GCA_038355625.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0520-ALT01	520	Osmerus eperlanus	alternate	GCA_963692335.1	GCA_963692645.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0522-ALT01	522	Borostomias antarcticus	alternate	GCA_949987555.1	GCA_949987545.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0525-ALT01	525	Notolepis coatsi	alternate	GCA_963971535.1	GCA_963971485.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0527-ALT01	527	Electrona antarctica	alternate	GCA_951216825.1	GCA_951214905.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0530-HQ01	530	Protomyctophum parallelum	other_high_quality	GCA_964188405.1	GCA_964188415.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0531-ALT01	531	Gymnoscopelus braueri	alternate	GCA_963280865.1	GCA_963281105.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0532-ALT01	532	Gymnoscopelus microlampas	alternate	GCA_963454915.1	GCA_963454925.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0533-ALT01	533	Nannobrachium achirus	alternate	GCA_963921795.1	GCA_963921835.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0534-ALT01	534	Protomyctophum bolini	alternate	GCA_963924005.1	GCA_963923985.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0535-HQ01	535	Lampris incognitus	other_high_quality	GCA_029633865.1	GCA_029633845.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0536-HQ01	536	Amblyopsis spelaea	other_high_quality	GCA_046255685.1	GCA_046255725.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0537-ALT01	537	Zeus faber	alternate	GCA_960531495.1	GCA_960530785.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0539-ALT01	539	Gadus morhua	alternate	GCA_902167405.1	GCA_902167395.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0540-ALT01	540	Pollachius pollachius	alternate	GCA_949987615.1	GCA_949987605.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0541-ALT01	541	Micromesistius poutassou	alternate	GCA_964030765.1	GCA_964030755.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0543-HQ01	543	Polymixia lowei	other_high_quality	GCA_047511565.1	GCA_047511595.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0544-HQ01	544	Polymixia cf. hollisterae	other_high_quality	GCA_048537225.1	GCA_048537235.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0546-HQ01	546	Poromitra crassiceps	other_high_quality	GCA_964638095.1	GCA_964638665.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0547-HQ01	547	Centroberyx gerrardi	other_high_quality	GCA_048128805.1	GCA_048129085.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0548-ALT01	548	Myripristis murdjan	alternate	GCA_902150065.1	GCA_902148815.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0550-ALT01	550	Thalassophryne amazonica	alternate	GCA_902500255.1	GCA_902500245.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0551-ALT01	551	Periophthalmus magnuspinnatus	alternate	GCA_009829125.3	GCA_009829135.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0552-ALT01	552	Gobius niger	alternate	GCA_951799975.1	GCA_951799965.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0553-HQ01	553	Syngnathus acus	other_high_quality	GCA_901709675.2	GCA_948146105.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0553-ALT01	553	Syngnathus acus	alternate	GCA_901709675.2	GCA_901709685.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0553-ALT02	553	Syngnathus acus	alternate	GCA_901709675.2	GCA_948146095.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0554-HQ01	554	Syngnathus typhle	other_high_quality	GCA_048301445.1	GCA_048301605.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0555-HQ01	555	Aulostomus maculatus	other_high_quality	GCA_048301465.1	GCA_048301475.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0556-ALT01	556	Thunnus maccoyii	alternate	GCA_910596095.1	GCA_910596085.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0557-ALT01	557	Thunnus thynnus	alternate	GCA_963924715.1	GCA_963924655.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0558-ALT01	558	Thunnus albacares	alternate	GCA_914725855.1	GCA_914744365.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0560-ALT01	560	Scomber japonicus	alternate	GCA_027409825.1	GCA_027409835.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0561-ALT01	561	Scomber scombrus	alternate	GCA_963691925.1	GCA_963691945.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0562-HQ01	562	Arripis georgiana	other_high_quality	GCA_042242135.1	GCA_042242115.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0564-ALT01	564	Mastacembelus armatus	alternate	GCA_900324485.3	GCA_900700395.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0565-ALT01	565	Anabas testudineus	alternate	GCA_900324465.3	GCA_900650485.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0566-ALT01	566	Betta splendens	alternate	GCA_900634795.4	GCA_900651605.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0567-ALT01	567	Toxotes jaculatrix	alternate	GCA_017976425.1	GCA_017976295.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0568-ALT01	568	Hippoglossus hippoglossus	alternate	GCA_009819705.1	GCA_009819745.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0569-ALT01	569	Pleuronectes platessa	alternate	GCA_947347685.1	GCA_947347695.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0570-ALT01	570	Platichthys flesus	alternate	GCA_949316205.1	GCA_949316195.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0571-ALT01	571	Limanda limanda	alternate	GCA_963576545.1	GCA_963576525.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0573-ALT01	573	Microstomus kitt	alternate	GCA_964266715.1	GCA_964266705.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0574-ALT01	574	Solea solea	alternate	GCA_958295425.1	GCA_958295035.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0575-ALT01	575	Microchirus variegatus	alternate	GCA_963457635.1	GCA_963457655.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0576-ALT01	576	Scophthalmus maximus	alternate	GCA_963854745.1	GCA_963854755.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0578-ALT01	578	Echeneis naucrates	alternate	GCA_900963305.2	GCA_900963505.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0579-ALT01	579	Trachurus trachurus	alternate	GCA_905171665.2	GCA_905171655.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0581-ALT01	581	Parambassis ranga	alternate	GCA_900634625.2	GCA_900651595.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0583-HQ01	583	Astatotilapia calliptera	other_high_quality	GCA_964374335.1	GCA_900246225.5	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0583-ALT01	583	Astatotilapia calliptera	alternate	GCA_964374335.1	GCA_964374285.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0584-ALT01	584	Archocentrus centrarchus	alternate	GCA_007364275.2	GCA_007364235.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0586-ALT01	586	Rhamphochromis sp. chilingali	alternate	GCA_963969265.1	GCA_963969275.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0588-ALT01	588	Scatophagus argus	alternate	GCA_020382885.1	GCA_020382915.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0589-ALT01	589	Anableps anableps	alternate	GCA_014839685.1	GCA_014839705.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0591-HQ01	591	Fundulus diaphanus	other_high_quality	GCA_037039145.1	GCA_037038625.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0592-ALT01	592	Chelon labrosus	alternate	GCA_963514085.1	GCA_963514105.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0593-ALT01	593	Melanotaenia boesemani	alternate	GCA_017639745.1	GCA_017639755.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0594-ALT01	594	Telmatherina bonti	alternate	GCA_933228915.1	GCA_933228925.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0595-HQ01	595	Odontesthes bonariensis	other_high_quality	GCA_027942865.1	GCA_027942885.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0596-HQ01	596	Menidia menidia	other_high_quality	GCA_048628825.1	GCA_048544195.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0597-ALT01	597	Xenentodon cancila	alternate	GCA_014839995.1	GCA_014839645.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0598-ALT01	598	Pholidichthys leucotaenia	alternate	GCA_020510985.1	GCA_020510965.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0599-ALT01	599	Hyperoplus immaculatus	alternate	GCA_949357725.1	GCA_949358355.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0600-ALT01	600	Ammodytes marinus	alternate	GCA_949987685.1	GCA_950004245.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0601-ALT01	601	Salarias fasciatus	alternate	GCA_902148845.1	GCA_902148835.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0602-ALT01	602	Blennius ocellaris	alternate	GCA_963422515.1	GCA_963422475.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0603-ALT01	603	Lipophrys pholis	alternate	GCA_963383615.1	GCA_963383635.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0604-HQ01	604	Cristiceps australis	other_high_quality	GCA_049082185.1	GCA_049082045.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0606-HQ01	606	Diretmus argenteus	other_high_quality	GCA_048569125.1	GCA_048569135.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0607-HQ01	607	Enoplosus armatus	other_high_quality	GCA_043641665.1	GCA_043640875.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0611-ALT01	611	Notolabrus celidotus	alternate	GCA_009762535.1	GCA_009762545.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0612-ALT01	612	Tautogolabrus adspersus	alternate	GCA_020745685.1	GCA_020745675.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0613-ALT01	613	Labrus mixtus	alternate	GCA_963584025.1	GCA_963583885.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0614-ALT01	614	Labrus bergylta	alternate	GCA_963930695.1	GCA_963930765.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0615-ALT01	615	Symphodus melops	alternate	GCA_947650265.1	GCA_947650305.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0622-ALT01	622	Cottoperca gobio	alternate	GCA_900634415.1	GCA_900634435.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0623-ALT01	623	Acanthopagrus latus	alternate	GCA_904848185.1	GCA_904848175.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0624-ALT01	624	Pholis gunnellus	alternate	GCA_910591455.2	GCA_910591705.2	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0625-HQ01	625	Lycodopsis pacificus	other_high_quality	GCA_028022725.1	GCA_028021495.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0626-ALT01	626	Melanostigma gelatinosum	alternate	GCA_949748355.1	GCA_949748265.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0627-ALT01	627	Notothenia rossii	alternate	GCA_949606895.1	GCA_949606865.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0628-ALT01	628	Eutrigla gurnardus	alternate	GCA_963514095.1	GCA_963514115.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0629-HQ01	629	Epinephelus rankini	other_high_quality	GCA_048129235.1	GCA_048129065.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0632-ALT01	632	Chelmon rostratus	alternate	GCA_017976325.1	GCA_017976315.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0633-HQ01	633	Chaetodon trifascialis	other_high_quality	GCA_039877785.1	GCA_039877575.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0635-HQ01	635	Pristipomoides typus	other_high_quality	GCA_045363895.1	GCA_045363885.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0643-HQ01	643	Symphorus nematophorus	other_high_quality	GCA_048128725.1	GCA_048128715.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0644-HQ01	644	Caesio teres	other_high_quality	GCA_048129055.1	GCA_048129025.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0648-ALT01	648	Sparus aurata	alternate	GCA_900880675.2	GCA_900880695.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0649-HQ01	649	Pagrus pagrus	other_high_quality	GCA_965226575.1	GCA_965225695.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0651-HQ01	651	Lethrinus nebulosus	other_high_quality	GCA_045362495.1	GCA_045362485.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0653-ALT01	653	Antennarius maculatus	alternate	GCA_013358685.1	GCA_013347815.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0654-ALT01	654	Takifugu rubripes	alternate	GCA_901000725.3	GCA_901000745.3	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0658-HQ01	658	Pempheris klunzingeri	other_high_quality	GCA_042242105.1	GCA_042242125.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0662-ALT01	662	Sphaeramia orbicularis	alternate	GCA_902148855.1	GCA_902148825.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0663-ALT01	663	Gouania willdenowi	alternate	GCA_900634775.2	GCA_900650505.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0664-ALT01	664	Echiichthys vipera	alternate	GCA_963691815.1	GCA_963691805.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0665-HQ01	665	Cyclopterus lumpus	other_high_quality	GCA_009769545.1	GCA_963457625.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0665-ALT01	665	Cyclopterus lumpus	alternate	GCA_009769545.1	GCA_009769515.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0665-ALT02	665	Cyclopterus lumpus	alternate	GCA_009769545.1	GCA_963457675.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0666-ALT01	666	Sebastes umbrosus	alternate	GCA_015220745.1	GCA_015220095.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0667-ALT01	667	Sebastes fasciatus	alternate	GCA_043250625.1	GCA_043250585.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0669-ALT01	669	Taurulus bubalis	alternate	GCA_910589615.1	GCA_910589325.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0671-HQ01	671	Spinachia spinachia	other_high_quality	GCA_048126635.1	GCA_048127205.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
R0672-ALT01	672	Pungitius pungitius	alternate	GCA_949316345.1	GCA_949316245.1	failed	UPSTREAM_SCALEOUT_NOT_AUTHORIZED	NOT_ESTIMABLE	NOT_ESTIMABLE	NOT_RUN	false
